Group;Device;Detected object;Detected at;Path to file;Object type;Details;Action;Account;Application;Version number;Last visible;Last connected to Administration Server;IP address;NetBIOS name;Windows domain
Managed devices;dispositivos_1013;not-a-virus:HEUR:AdWare.Script.Generic;16/04/2022 03:32;https:/​/​syndication.optimizesrv.com/​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F14724&idzone=3736;AdWare;Descripción del resultado: Bloqueado  Tipo: Сontiene software publicitario, marcadores automáticos, software legítimo que los delincuentes pueden utilizar para dañar su equipo o averiguar sus datos personales  Nombre: not-a-virus:HEUR:AdWare.Script.Generic  Usuario: minegocio\usuarioc (Iniciador)  Objeto: https:/​/​syndication.optimizesrv.com\​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F14724&idzone=3736  Fecha de lanzamiento de la base de datos: 15/​04/​2022 18:29:00  SHA256: 7F5AE03CE56C90AAEE54D9E28664FDF3BE6221B55528E095567B835822FA3E4A  MD5: 43A786B607C7B82CC3CED390978D1CB2;Bloqueado;minegocio\usuarioc;Kaspersky Endpoint Security para Windows;11.7.0.669;10/05/2022 20:23;10/05/2022 20:18;172.16.1.4;dispositivos_1013;minegocio
Managed devices;dispositivos_1013;not-a-virus:HEUR:AdWare.Script.Generic;16/04/2022 03:32;https:/​/​syndication.optimizesrv.com/​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F43557&idzone=3736;AdWare;Descripción del resultado: Bloqueado  Tipo: Сontiene software publicitario, marcadores automáticos, software legítimo que los delincuentes pueden utilizar para dañar su equipo o averiguar sus datos personales  Nombre: not-a-virus:HEUR:AdWare.Script.Generic  Usuario: minegocio\usuarioc (Iniciador)  Objeto: https:/​/​syndication.optimizesrv.com\​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F43557&idzone=3736  Fecha de lanzamiento de la base de datos: 15/​04/​2022 18:29:00  SHA256: 5D81B0DF88F2A1402FA10CB6AA97ECC884F912EA7FBEBA20923891FD20CC3834  MD5: A13732E4A07ECA252C947D99F4536413;Bloqueado;minegocio\usuarioc;Kaspersky Endpoint Security para Windows;11.7.0.669;10/05/2022 20:23;10/05/2022 20:18;172.16.1.4;dispositivos_1013;minegocio
Managed devices;dispositivos_1013;not-a-virus:HEUR:AdWare.Script.Generic;16/04/2022 03:33;https:/​/​syndication.optimizesrv.com/​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F87013&idzone=3736;AdWare;Descripción del resultado: Bloqueado  Tipo: Сontiene software publicitario, marcadores automáticos, software legítimo que los delincuentes pueden utilizar para dañar su equipo o averiguar sus datos personales  Nombre: not-a-virus:HEUR:AdWare.Script.Generic  Usuario: minegocio\usuarioc (Iniciador)  Objeto: https:/​/​syndication.optimizesrv.com\​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F87013&idzone=3736  Fecha de lanzamiento de la base de datos: 15/​04/​2022 18:29:00  SHA256: 928F8B001462616BB7A45D269E333C846225CCBC8C01448B2A8D27132F9FEC3B  MD5: FF9204E87538A5615D38706263D3DC41;Bloqueado;minegocio\usuarioc;Kaspersky Endpoint Security para Windows;11.7.0.669;10/05/2022 20:23;10/05/2022 20:18;172.16.1.4;dispositivos_1013;minegocio
Managed devices;dispositivos_1013;not-a-virus:HEUR:AdWare.Script.Generic;16/04/2022 03:35;https:/​/​syndication.optimizesrv.com/​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F78075&idzone=7318;AdWare;Descripción del resultado: Bloqueado  Tipo: Сontiene software publicitario, marcadores automáticos, software legítimo que los delincuentes pueden utilizar para dañar su equipo o averiguar sus datos personales  Nombre: not-a-virus:HEUR:AdWare.Script.Generic  Usuario: minegocio\usuarioc (Iniciador)  Objeto: https:/​/​syndication.optimizesrv.com\​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F78075&idzone=7318  Fecha de lanzamiento de la base de datos: 15/​04/​2022 18:29:00  SHA256: AAFEE21A8F665B9E240AA9ABF96828C69DD6FC2CC0FA1F2D1AE7742DC34909F3  MD5: 9A4F4A03D749BD2B480DA616A13CFD4C;Bloqueado;minegocio\usuarioc;Kaspersky Endpoint Security para Windows;11.7.0.669;10/05/2022 20:23;10/05/2022 20:18;172.16.1.4;dispositivos_1013;minegocio
Managed devices;dispositivos_1013;not-a-virus:HEUR:AdWare.Script.Generic;16/04/2022 03:35;https:/​/​syndication.optimizesrv.com/​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F6098&idzone=1508;AdWare;Descripción del resultado: Bloqueado  Tipo: Сontiene software publicitario, marcadores automáticos, software legítimo que los delincuentes pueden utilizar para dañar su equipo o averiguar sus datos personales  Nombre: not-a-virus:HEUR:AdWare.Script.Generic  Usuario: minegocio\usuarioc (Iniciador)  Objeto: https:/​/​syndication.optimizesrv.com\​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F6098&idzone=1508  Fecha de lanzamiento de la base de datos: 15/​04/​2022 18:29:00  SHA256: 0763F5C03874711E8C94A2E55A32B3FD794CD4A038632A42D717F848A2437BA3  MD5: 8C48B335EB54997E50FBA275345F0D72;Bloqueado;minegocio\usuarioc;Kaspersky Endpoint Security para Windows;11.7.0.669;10/05/2022 20:23;10/05/2022 20:18;172.16.1.4;dispositivos_1013;minegocio
Managed devices;dispositivos_1013;not-a-virus:HEUR:AdWare.Script.Generic;16/04/2022 03:35;https:/​/​syndication.optimizesrv.com/​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F2558&idzone=7318;AdWare;Descripción del resultado: Bloqueado  Tipo: Сontiene software publicitario, marcadores automáticos, software legítimo que los delincuentes pueden utilizar para dañar su equipo o averiguar sus datos personales  Nombre: not-a-virus:HEUR:AdWare.Script.Generic  Usuario: minegocio\usuarioc (Iniciador)  Objeto: https:/​/​syndication.optimizesrv.com\​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F2558&idzone=7318  Fecha de lanzamiento de la base de datos: 15/​04/​2022 18:29:00  SHA256: 207C4A17D9A785D538FC4F52B92E60A5AD692FF1BBF62317D4227345608ED485  MD5: 9BAACEF62115E9EA186D2BD1382331D1;Bloqueado;minegocio\usuarioc;Kaspersky Endpoint Security para Windows;11.7.0.669;10/05/2022 20:23;10/05/2022 20:18;172.16.1.4;dispositivos_1013;minegocio
Managed devices;dispositivos_1013;not-a-virus:HEUR:AdWare.Script.Generic;16/04/2022 03:35;https:/​/​syndication.optimizesrv.com/​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F98821&idzone=1508;AdWare;Descripción del resultado: Bloqueado  Tipo: Сontiene software publicitario, marcadores automáticos, software legítimo que los delincuentes pueden utilizar para dañar su equipo o averiguar sus datos personales  Nombre: not-a-virus:HEUR:AdWare.Script.Generic  Usuario: minegocio\usuarioc (Iniciador)  Objeto: https:/​/​syndication.optimizesrv.com\​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F98821&idzone=1508  Fecha de lanzamiento de la base de datos: 15/​04/​2022 18:29:00  SHA256: 0DA8CC8763A8BB81A5AD081E2B8AD0FB812B79CA4C6AEE5174B9E6944179829D  MD5: B9F89CB48C59539F2D5A9D20669EC9D4;Bloqueado;minegocio\usuarioc;Kaspersky Endpoint Security para Windows;11.7.0.669;10/05/2022 20:23;10/05/2022 20:18;172.16.1.4;dispositivos_1013;minegocio
Managed devices;dispositivos_1013;not-a-virus:HEUR:AdWare.Script.Generic;16/04/2022 03:42;https:/​/​syndication.optimizesrv.com/​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F78075&idzone=7318;AdWare;Descripción del resultado: Bloqueado  Tipo: Сontiene software publicitario, marcadores automáticos, software legítimo que los delincuentes pueden utilizar para dañar su equipo o averiguar sus datos personales  Nombre: not-a-virus:HEUR:AdWare.Script.Generic  Usuario: minegocio\usuarioc (Iniciador)  Objeto: https:/​/​syndication.optimizesrv.com\​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F78075&idzone=7318  Fecha de lanzamiento de la base de datos: 15/​04/​2022 18:29:00  SHA256: AAFEE21A8F665B9E240AA9ABF96828C69DD6FC2CC0FA1F2D1AE7742DC34909F3  MD5: 9A4F4A03D749BD2B480DA616A13CFD4C;Bloqueado;minegocio\usuarioc;Kaspersky Endpoint Security para Windows;11.7.0.669;10/05/2022 20:23;10/05/2022 20:18;172.16.1.4;dispositivos_1013;minegocio
Managed devices;dispositivos_1013;not-a-virus:HEUR:AdWare.Script.Generic;16/04/2022 03:42;https:/​/​syndication.optimizesrv.com/​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F6098&idzone=1508;AdWare;Descripción del resultado: Bloqueado  Tipo: Сontiene software publicitario, marcadores automáticos, software legítimo que los delincuentes pueden utilizar para dañar su equipo o averiguar sus datos personales  Nombre: not-a-virus:HEUR:AdWare.Script.Generic  Usuario: minegocio\usuarioc (Iniciador)  Objeto: https:/​/​syndication.optimizesrv.com\​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F6098&idzone=1508  Fecha de lanzamiento de la base de datos: 15/​04/​2022 18:29:00  SHA256: 0763F5C03874711E8C94A2E55A32B3FD794CD4A038632A42D717F848A2437BA3  MD5: 8C48B335EB54997E50FBA275345F0D72;Bloqueado;minegocio\usuarioc;Kaspersky Endpoint Security para Windows;11.7.0.669;10/05/2022 20:23;10/05/2022 20:18;172.16.1.4;dispositivos_1013;minegocio
Managed devices;dispositivos_1013;not-a-virus:HEUR:AdWare.Script.Generic;16/04/2022 03:42;https:/​/​syndication.optimizesrv.com/​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F2558&idzone=7318;AdWare;Descripción del resultado: Bloqueado  Tipo: Сontiene software publicitario, marcadores automáticos, software legítimo que los delincuentes pueden utilizar para dañar su equipo o averiguar sus datos personales  Nombre: not-a-virus:HEUR:AdWare.Script.Generic  Usuario: minegocio\usuarioc (Iniciador)  Objeto: https:/​/​syndication.optimizesrv.com\​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F2558&idzone=7318  Fecha de lanzamiento de la base de datos: 15/​04/​2022 18:29:00  SHA256: 207C4A17D9A785D538FC4F52B92E60A5AD692FF1BBF62317D4227345608ED485  MD5: 9BAACEF62115E9EA186D2BD1382331D1;Bloqueado;minegocio\usuarioc;Kaspersky Endpoint Security para Windows;11.7.0.669;10/05/2022 20:23;10/05/2022 20:18;172.16.1.4;dispositivos_1013;minegocio
Managed devices;dispositivos_1013;not-a-virus:HEUR:AdWare.Script.Generic;16/04/2022 03:42;https:/​/​syndication.optimizesrv.com/​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F98821&idzone=1508;AdWare;Descripción del resultado: Bloqueado  Tipo: Сontiene software publicitario, marcadores automáticos, software legítimo que los delincuentes pueden utilizar para dañar su equipo o averiguar sus datos personales  Nombre: not-a-virus:HEUR:AdWare.Script.Generic  Usuario: minegocio\usuarioc (Iniciador)  Objeto: https:/​/​syndication.optimizesrv.com\​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F98821&idzone=1508  Fecha de lanzamiento de la base de datos: 15/​04/​2022 18:29:00  SHA256: 0DA8CC8763A8BB81A5AD081E2B8AD0FB812B79CA4C6AEE5174B9E6944179829D  MD5: B9F89CB48C59539F2D5A9D20669EC9D4;Bloqueado;minegocio\usuarioc;Kaspersky Endpoint Security para Windows;11.7.0.669;10/05/2022 20:23;10/05/2022 20:18;172.16.1.4;dispositivos_1013;minegocio
Managed devices;dispositivos_1013;not-a-virus:HEUR:AdWare.Script.Generic;16/04/2022 03:46;https:/​/​syndication.optimizesrv.com/​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F56067&idzone=6732;AdWare;Descripción del resultado: Bloqueado  Tipo: Сontiene software publicitario, marcadores automáticos, software legítimo que los delincuentes pueden utilizar para dañar su equipo o averiguar sus datos personales  Nombre: not-a-virus:HEUR:AdWare.Script.Generic  Usuario: minegocio\usuarioc (Iniciador)  Objeto: https:/​/​syndication.optimizesrv.com\​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F56067&idzone=6732  Fecha de lanzamiento de la base de datos: 15/​04/​2022 18:29:00  SHA256: 61FAD2DB12AB677F0AE94B0FC63CDB3B1CF6C7436CC69EC2F593DD603AFE733B  MD5: 722D480254D4FB65D8D5F8933541E469;Bloqueado;minegocio\usuarioc;Kaspersky Endpoint Security para Windows;11.7.0.669;10/05/2022 20:23;10/05/2022 20:18;172.16.1.4;dispositivos_1013;minegocio
Managed devices;dispositivos_1013;not-a-virus:HEUR:AdWare.Script.Generic;16/04/2022 03:46;https:/​/​syndication.optimizesrv.com/​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F57573&idzone=6732;AdWare;Descripción del resultado: Bloqueado  Tipo: Сontiene software publicitario, marcadores automáticos, software legítimo que los delincuentes pueden utilizar para dañar su equipo o averiguar sus datos personales  Nombre: not-a-virus:HEUR:AdWare.Script.Generic  Usuario: minegocio\usuarioc (Iniciador)  Objeto: https:/​/​syndication.optimizesrv.com\​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F57573&idzone=6732  Fecha de lanzamiento de la base de datos: 15/​04/​2022 18:29:00  SHA256: 571E43CBE13308414B35AE22D92AFE3D69002B5BCD08DD82E3EE78261F8D16EE  MD5: EB3C94E176AF7F8220107D52479BE96D;Bloqueado;minegocio\usuarioc;Kaspersky Endpoint Security para Windows;11.7.0.669;10/05/2022 20:23;10/05/2022 20:18;172.16.1.4;dispositivos_1013;minegocio
Managed devices;dispositivos_1013;not-a-virus:HEUR:AdWare.Script.Generic;16/04/2022 03:49;https:/​/​syndication.optimizesrv.com/​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F6098&idzone=1508;AdWare;Descripción del resultado: Bloqueado  Tipo: Сontiene software publicitario, marcadores automáticos, software legítimo que los delincuentes pueden utilizar para dañar su equipo o averiguar sus datos personales  Nombre: not-a-virus:HEUR:AdWare.Script.Generic  Usuario: minegocio\usuarioc (Iniciador)  Objeto: https:/​/​syndication.optimizesrv.com\​splash.php?cat=&type=8&cookieconsent=true&sub=&el=&tags=&scr_info=cmVtb3RlfHBvcHVuZGVyanN8Mi4xMS4yMw&p=%2Fmovie%2F6098&idzone=1508  Fecha de lanzamiento de la base de datos: 15/​04/​2022 18:29:00  SHA256: 0763F5C03874711E8C94A2E55A32B3FD794CD4A038632A42D717F848A2437BA3  MD5: 8C48B335EB54997E50FBA275345F0D72;Bloqueado;minegocio\usuarioc;Kaspersky Endpoint Security para Windows;11.7.0.669;10/05/2022 20:23;10/05/2022 20:18;172.16.1.4;dispositivos_1013;minegocio
